timestamp,arbitration_id,id_hex,message_name,ecu,asset,dlc,b0,b1,b2,b3,b4,b5,b6,b7,label,attack_type
8.85391,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,244,26,242,42,0,0,0,0,normal,none
8.86862,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,117,138,0,0,0,0,0,0,normal,none
8.8747,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,244,26,242,42,0,0,0,0,normal,none
8.88608,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,243,32,191,25,133,15,0,0,normal,none
8.88936,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,117,138,0,0,0,0,0,0,normal,none
8.8945,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,244,26,242,42,0,0,0,0,normal,none
8.90412,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,248,146,0,0,0,0,0,0,normal,none
8.90931,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,6,138,0,0,0,0,0,0,normal,none
8.91361,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,3,27,68,42,0,0,0,0,normal,none
8.92933,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,6,138,0,0,0,0,0,0,normal,none
8.93425,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,3,27,68,42,0,0,0,0,normal,none
8.95036,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,85,138,0,0,0,0,0,0,normal,none
8.95405,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,20,27,168,42,0,0,0,0,normal,none
8.97134,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,85,138,0,0,0,0,0,0,normal,none
8.97472,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,20,27,168,42,0,0,0,0,normal,none
8.98127,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,242,32,192,25,152,15,0,0,normal,none
8.99133,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,85,138,0,0,0,0,0,0,normal,none
8.99379,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,137,19,0,0,0,0,0,normal,none
8.99495,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,20,27,168,42,0,0,0,0,normal,none
8.99785,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,162,146,0,0,0,0,0,0,normal,none
9.01106,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,26,137,0,0,0,0,0,0,normal,none
9.01487,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,39,27,76,43,0,0,0,0,normal,none
9.03194,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,26,137,0,0,0,0,0,0,normal,none
9.03508,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,39,27,76,43,0,0,0,0,normal,none
9.05242,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,251,138,0,0,0,0,0,0,normal,none
9.05625,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,56,27,154,42,0,0,0,0,normal,none
9.07261,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,251,138,0,0,0,0,0,0,normal,none
9.0775,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,56,27,154,42,0,0,0,0,normal,none
9.0819,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,241,32,194,25,145,15,0,0,normal,none
9.09241,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,251,138,0,0,0,0,0,0,normal,none
9.09415,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,17,147,0,0,0,0,0,0,normal,none
9.09754,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,56,27,154,42,0,0,0,0,normal,none
9.11261,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,20,137,0,0,0,0,0,0,normal,none
9.11764,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,70,27,53,42,0,0,0,0,normal,none
9.1326,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,20,137,0,0,0,0,0,0,normal,none
9.13828,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,70,27,53,42,0,0,0,0,normal,none
9.1522,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,72,138,0,0,0,0,0,0,normal,none
9.15778,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,87,27,187,42,0,0,0,0,normal,none
9.17228,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,72,138,0,0,0,0,0,0,normal,none
9.17798,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,87,27,187,42,0,0,0,0,normal,none
9.18212,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,240,32,196,25,130,15,0,0,normal,none
9.1888,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,135,19,0,0,0,0,0,normal,none
9.19244,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,72,138,0,0,0,0,0,0,normal,none
9.19306,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,136,147,0,0,0,0,0,0,normal,none
9.19796,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,87,27,187,42,0,0,0,0,normal,none
9.21221,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,143,138,0,0,0,0,0,0,normal,none
9.21815,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,103,27,150,42,0,0,0,0,normal,none
9.23275,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,143,138,0,0,0,0,0,0,normal,none
9.23765,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,103,27,150,42,0,0,0,0,normal,none
9.25353,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,20,138,0,0,0,0,0,0,normal,none
9.25669,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,122,27,13,43,0,0,0,0,normal,none
9.27411,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,20,138,0,0,0,0,0,0,normal,none
9.27545,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,122,27,13,43,0,0,0,0,normal,none
9.28045,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,239,32,197,25,136,15,0,0,normal,none
9.29394,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,20,138,0,0,0,0,0,0,normal,none
9.29478,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,122,27,13,43,0,0,0,0,normal,none
9.29629,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,121,148,0,0,0,0,0,0,normal,none
9.3144,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,37,139,0,0,0,0,0,0,normal,none
9.31451,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,139,27,214,42,0,0,0,0,normal,none
9.33433,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,139,27,214,42,0,0,0,0,normal,none
9.33444,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,37,139,0,0,0,0,0,0,normal,none
9.3537,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,170,135,0,0,0,0,0,0,normal,none
9.35549,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,154,27,92,42,0,0,0,0,normal,none
9.37411,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,170,135,0,0,0,0,0,0,normal,none
9.37616,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,154,27,92,42,0,0,0,0,normal,none
9.37905,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,237,32,199,25,136,15,0,0,normal,none
9.39419,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,170,135,0,0,0,0,0,0,normal,none
9.39558,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,154,27,92,42,0,0,0,0,normal,none
9.40017,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,137,19,0,0,0,0,0,normal,none
9.40194,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,67,146,0,0,0,0,0,0,normal,none
9.41575,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,199,136,0,0,0,0,0,0,normal,none
9.41579,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,174,27,100,43,0,0,0,0,normal,none
9.43554,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,174,27,100,43,0,0,0,0,normal,none
9.43662,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,199,136,0,0,0,0,0,0,normal,none
9.45537,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,190,27,121,42,0,0,0,0,normal,none
9.45705,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,16,138,0,0,0,0,0,0,normal,none
9.47548,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,190,27,121,42,0,0,0,0,normal,none
9.4772,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,16,138,0,0,0,0,0,0,normal,none
9.48022,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,236,32,201,25,136,15,0,0,normal,none
9.49585,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,190,27,121,42,0,0,0,0,normal,none
9.4973,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,16,138,0,0,0,0,0,0,normal,none
9.50144,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,180,146,0,0,0,0,0,0,normal,none
9.51565,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,201,27,113,41,0,0,0,0,normal,none
9.5167,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,248,135,0,0,0,0,0,0,normal,none
9.53565,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,248,135,0,0,0,0,0,0,normal,none
9.53629,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,201,27,113,41,0,0,0,0,normal,none
9.55513,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,61,136,0,0,0,0,0,0,normal,none
9.5556,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,212,27,107,41,0,0,0,0,normal,none
9.5751,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,61,136,0,0,0,0,0,0,normal,none
9.57561,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,212,27,107,41,0,0,0,0,normal,none
9.58439,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,235,32,202,25,136,15,0,0,normal,none
9.59384,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,61,136,0,0,0,0,0,0,normal,none
9.59717,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,212,27,107,41,0,0,0,0,normal,none
9.59961,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,26,148,0,0,0,0,0,0,normal,none
9.60864,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,136,19,0,0,0,0,0,normal,none
9.61351,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,46,137,0,0,0,0,0,0,normal,none
9.6173,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,228,27,152,42,0,0,0,0,normal,none
9.63336,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,46,137,0,0,0,0,0,0,normal,none
9.63816,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,228,27,152,42,0,0,0,0,normal,none
9.65323,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,148,135,0,0,0,0,0,0,normal,none
9.65821,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,244,27,120,42,0,0,0,0,normal,none
9.67284,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,148,135,0,0,0,0,0,0,normal,none
9.67856,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,244,27,120,42,0,0,0,0,normal,none
9.68205,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,234,32,204,25,147,15,0,0,normal,none
9.69263,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,148,135,0,0,0,0,0,0,normal,none
9.69374,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,25,146,0,0,0,0,0,0,normal,none
9.69853,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,244,27,120,42,0,0,0,0,normal,none
9.71367,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,163,136,0,0,0,0,0,0,normal,none
9.71843,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,252,27,236,40,0,0,0,0,normal,none
9.73406,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,163,136,0,0,0,0,0,0,normal,none
9.73796,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,252,27,236,40,0,0,0,0,normal,none
9.75373,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,223,136,0,0,0,0,0,0,normal,none
9.75822,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,10,28,251,41,0,0,0,0,normal,none
9.77369,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,223,136,0,0,0,0,0,0,normal,none
9.77771,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,10,28,251,41,0,0,0,0,normal,none
9.78231,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,233,32,206,25,145,15,0,0,normal,none
9.79367,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,223,136,0,0,0,0,0,0,normal,none
9.79633,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,0,147,0,0,0,0,0,0,normal,none
9.79811,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,10,28,251,41,0,0,0,0,normal,none
9.80792,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,134,19,0,0,0,0,0,normal,none
9.81321,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,137,136,0,0,0,0,0,0,normal,none
9.81876,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,26,28,165,42,0,0,0,0,normal,none
9.83275,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,137,136,0,0,0,0,0,0,normal,none
9.83898,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,26,28,165,42,0,0,0,0,normal,none
9.85335,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,135,136,0,0,0,0,0,0,normal,none
9.85881,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,43,28,165,42,0,0,0,0,normal,none
9.8731,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,135,136,0,0,0,0,0,0,normal,none
9.87908,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,43,28,165,42,0,0,0,0,normal,none
9.88519,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,231,32,207,25,129,15,0,0,normal,none
9.89244,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,135,136,0,0,0,0,0,0,normal,none
9.89468,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,126,149,0,0,0,0,0,0,normal,none
9.89889,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,43,28,165,42,0,0,0,0,normal,none
9.91242,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,184,135,0,0,0,0,0,0,normal,none
9.91945,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,58,28,122,42,0,0,0,0,normal,none
9.93249,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,184,135,0,0,0,0,0,0,normal,none
9.93836,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,58,28,122,42,0,0,0,0,normal,none
9.9513,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,88,136,0,0,0,0,0,0,normal,none
9.95815,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,72,28,8,42,0,0,0,0,normal,none
9.97128,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,88,136,0,0,0,0,0,0,normal,none
9.97696,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,72,28,8,42,0,0,0,0,normal,none
9.98286,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,230,32,209,25,125,15,0,0,normal,none
9.9918,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,88,136,0,0,0,0,0,0,normal,none
9.99606,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,72,28,8,42,0,0,0,0,normal,none
10.00356,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,173,150,0,0,0,0,0,0,normal,none
10.00873,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,135,19,0,0,0,0,0,normal,none
10.01207,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,207,135,0,0,0,0,0,0,normal,none
10.01688,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,88,28,151,42,0,0,0,0,normal,none
10.03341,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,207,135,0,0,0,0,0,0,normal,none
10.03742,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,88,28,151,42,0,0,0,0,normal,none
10.05416,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,213,135,0,0,0,0,0,0,normal,none
10.05699,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,104,28,98,42,0,0,0,0,normal,none
10.07503,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,213,135,0,0,0,0,0,0,normal,none
10.07608,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,104,28,98,42,0,0,0,0,normal,none
10.08281,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,229,32,211,25,138,15,0,0,normal,none
10.09431,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,104,28,98,42,0,0,0,0,normal,none
10.09671,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,213,135,0,0,0,0,0,0,normal,none
10.10134,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,233,147,0,0,0,0,0,0,normal,none
10.11398,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,117,28,251,41,0,0,0,0,normal,none
10.11716,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,158,136,0,0,0,0,0,0,normal,none
10.13543,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,117,28,251,41,0,0,0,0,normal,none
10.13726,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,158,136,0,0,0,0,0,0,normal,none
10.15569,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,125,28,219,40,0,0,0,0,normal,none
10.15785,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,227,134,0,0,0,0,0,0,normal,none
10.17536,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,125,28,219,40,0,0,0,0,normal,none
10.17751,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,227,134,0,0,0,0,0,0,normal,none
10.1827,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,227,32,212,25,132,15,0,0,normal,none
10.19564,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,125,28,219,40,0,0,0,0,normal,none
10.19758,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,227,134,0,0,0,0,0,0,normal,none
10.20485,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,137,19,0,0,0,0,0,normal,none
10.20766,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,1,150,0,0,0,0,0,0,normal,none
10.2147,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,135,28,35,41,0,0,0,0,normal,none
10.21719,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,2,134,0,0,0,0,0,0,normal,none
10.23452,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,135,28,35,41,0,0,0,0,normal,none
10.23743,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,2,134,0,0,0,0,0,0,normal,none
10.25458,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,146,28,151,41,0,0,0,0,normal,none
10.25704,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,89,136,0,0,0,0,0,0,normal,none
10.27453,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,146,28,151,41,0,0,0,0,normal,none
10.27662,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,89,136,0,0,0,0,0,0,normal,none
10.27877,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,226,32,214,25,130,15,0,0,normal,none
10.295,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,146,28,151,41,0,0,0,0,normal,none
10.29687,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,89,136,0,0,0,0,0,0,normal,none
10.3099,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,33,149,0,0,0,0,0,0,normal,none
10.31521,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,159,28,204,41,0,0,0,0,normal,none
10.31679,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,219,135,0,0,0,0,0,0,normal,none
10.33561,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,159,28,204,41,0,0,0,0,normal,none
10.33563,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,219,135,0,0,0,0,0,0,normal,none
10.35476,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,173,136,0,0,0,0,0,0,normal,none
10.3552,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,175,28,148,42,0,0,0,0,normal,none
10.37407,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,173,136,0,0,0,0,0,0,normal,none
10.37574,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,175,28,148,42,0,0,0,0,normal,none
10.37927,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,225,32,216,25,136,15,0,0,normal,none
10.39354,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,173,136,0,0,0,0,0,0,normal,none
10.39671,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,175,28,148,42,0,0,0,0,normal,none
10.40566,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,138,19,0,0,0,0,0,normal,none
10.40682,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,231,150,0,0,0,0,0,0,normal,none
10.41379,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,162,136,0,0,0,0,0,0,normal,none
10.41613,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,188,28,222,41,0,0,0,0,normal,none
10.43392,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,162,136,0,0,0,0,0,0,normal,none
10.4356,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,188,28,222,41,0,0,0,0,normal,none
10.45456,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,221,134,0,0,0,0,0,0,normal,none
10.4564,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,201,28,240,41,0,0,0,0,normal,none
10.47501,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,221,134,0,0,0,0,0,0,normal,none
10.47629,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,201,28,240,41,0,0,0,0,normal,none
10.47937,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,223,32,218,25,136,15,0,0,normal,none
10.49565,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,221,134,0,0,0,0,0,0,normal,none
10.49713,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,201,28,240,41,0,0,0,0,normal,none
10.50751,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,95,150,0,0,0,0,0,0,normal,none
10.51602,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,78,134,0,0,0,0,0,0,normal,none
10.51686,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,213,28,130,41,0,0,0,0,normal,none
10.53615,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,78,134,0,0,0,0,0,0,normal,none
10.53774,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,213,28,130,41,0,0,0,0,normal,none
10.5568,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,33,135,0,0,0,0,0,0,normal,none
10.55782,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,223,28,80,41,0,0,0,0,normal,none
10.57736,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,33,135,0,0,0,0,0,0,normal,none
10.57797,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,223,28,80,41,0,0,0,0,normal,none
10.58103,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,222,32,219,25,134,15,0,0,normal,none
10.59758,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,33,135,0,0,0,0,0,0,normal,none
10.59891,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,223,28,80,41,0,0,0,0,normal,none
10.60162,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,134,19,0,0,0,0,0,normal,none
10.60983,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,148,149,0,0,0,0,0,0,normal,none
10.61834,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,179,136,0,0,0,0,0,0,normal,none
10.61869,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,238,28,73,42,0,0,0,0,normal,none
10.63694,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,179,136,0,0,0,0,0,0,normal,none
10.63813,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,238,28,73,42,0,0,0,0,normal,none
10.65676,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,157,135,0,0,0,0,0,0,normal,none
10.65786,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,247,28,250,40,0,0,0,0,normal,none
